Menu Item Name,Family Group,Major Group,Qty Sold
COFEE SM BRUEG,BEVERAGES,BEVERAGES,4274
MESCLUN MIX,SALAD,FOOD,4240
TURK CHIPTL CLB,SANDWICHES,FOOD,4090
BBQ RUBBD CHIX,ENTREES,FOOD,4010
Y SAN. TRKY/PRV,GRAB N GO,FOOD,4004
CHEF SPL S.E. 2,ENTREES,FOOD,3882
GRNBN/PEP/BACN,SIDES,FOOD,3881
ICED COFFEE M,BEVERAGES,BEVERAGES,3838
ACAI PRIMO BWL O,BEVERAGES,BEVERAGES,3791
SCRMBLD EGGS,BREAKFAST,FOOD,3779
Q CHICKEN,FOOD,FOOD,3763
BRKFST B CHIX,FOOD,FOOD,3748
PEPPERS,SALAD,FOOD,3743
SPCY SHRMP MAKI,ENTREES,FOOD,3708
COFEE LG BRUEG,BEVERAGES,BEVERAGES,3698
TP PNUT CELERY,PREPACKAGED,FOOD,3696
YTG FRT C. GRPES,GRAB N GO,FOOD,3669
SHRIMP SFRY/RICE,ENTREES,FOOD,3543
CARAMEL FLAV,BEVERAGES,BEVERAGES,3492
NQ STEAK,FOOD,FOOD,3488
BRUEGR MUFFIN,DESSERTS,FOOD,3480
COFFEE L,BEVERAGES,BEVERAGES,3463
BLBERRY MUFFN,DESSERTS,FOOD,3462
SPECIAL PASTA,PIZZA,FOOD,3447
BELVITA COOKIE,PREPACKAGED,FOOD,3391
FETA,SALAD,FOOD,3390
MSHRM ASPGS RICE,SIDES,FOOD,3369
BAKED SQUASH,SIDES,FOOD,3345
CRVD FLAT IRON,ENTREES,FOOD,3297
YTG FRT PINAPLE,GRAB N GO,FOOD,3286
BUFFLO CHIX,PIZZA,FOOD,3280
CNTRY GRN BNS,SIDES,FOOD,3273
NEW SCHOOL CLUB,SANDWICHES,FOOD,3271
MILK 1/2 PNT,BEVERAGES,BEVERAGES,3269
DIRTY RICE,SIDES,FOOD,3243
STEAMED CARROTS,SIDES,FOOD,3230
ICED COFFEE L,BEVERAGES,BEVERAGES,3224
ZUCCHINI & BASIL,SIDES,FOOD,3158
BRAISED CHIX,ENTREES,FOOD,3149
LEMN PEPP CHIX,ENTREES,FOOD,3103
CHERRY TOMATO,SALAD,FOOD,3079
CHNKY STRW BWL O,BEVERAGES,BEVERAGES,3052
LITER DASANI,BEVERAGES,BEVERAGES,3022
EGGS,SALAD,FOOD,3011
BEEF BRISKET,ENTREES,FOOD,3003
FRSH SPINACH,SALAD,FOOD,2996
STMD BROC/BTR,SIDES,FOOD,2947
ADD TOFU,ENTREES,FOOD,2940
GELATO/SORBE LG,ICE CREAM,FOOD,2931
EMP NAKD BURRI,EMPLOYEE MEALS,EMPL MEALS,2917
SHRMP/CHIX ETUF,ENTREES,FOOD,2916
BAKED BEANS,SIDES,FOOD,2908
MRE STUDENT CDR,ACADEMIC YEAR,BOARD OPS,2896
BISCUIT,BREAKFAST,FOOD,2837
ROMAINE,SALAD,FOOD,2805
SPCY CRAB MAKI,ENTREES,FOOD,2796
PLAIN OATMEAL,BREAKFAST,FOOD,2773
FRIED CATFISH,ENTREES,FOOD,2763
NONCARB SODA,BEVERAGES,BEVERAGES,2742
BOSCO STICKS,PREPACKAGED,RETAIL,2737
HERBY TURKEY,SANDWICHES,FOOD,2714
SINGLE BAGEL,BREAKFAST,FOOD,2702
COCONT BASL RICE,SIDES,FOOD,2690
LEMN P MUFFN,DESSERTS,FOOD,2678
CEREAL,PREPACKAGED,FOOD,2663
VANILLA FLAV,BEVERAGES,BEVERAGES,2646
YTG BLUEB. PARF.,GRAB N GO,FOOD,2611
TANGIER CHIX,ENTREES,FOOD,2588
CRAISINS,SALAD,FOOD,2568
COOKE CHOC/CHOC,DESSERTS,FOOD,2551
SALMON,ENTREES,FOOD,2532
FRIED OKRA,SIDES,FOOD,2491
RED ONIONS,SALAD,FOOD,2419
BACON,BREAKFAST,FOOD,2411
RSTD TOMT SL,PIZZA,FOOD,2401
EGG WHT N SDT,BREAKFAST,FOOD,2389
NB BRISKET,FOOD,FOOD,2351
SLD CHIX CAESR,SALAD,FOOD,2309
BRUEGR COOKIE,DESSERTS,FOOD,2302
BROWNIE,DESSERTS,FOOD,2280
NB GRND SIRLN,FOOD,FOOD,2198
GARBANZO BNS,SALAD,FOOD,2192
WKLY SAVORY CR,DESSERTS,FOOD,2190
Y REDPR/PITA,GRAB N GO,FOOD,2173
MUSTRD CHIX BR,ENTREES,FOOD,2152
CAESAR SLD,SALAD,FOOD,2118
BRAISED GREENS,SIDES,FOOD,2115
NOODLES,ENTREES,FOOD,2113
X STEAK,FOOD,FOOD,2081
LORRAINE S CR,DESSERTS,FOOD,2072
SALMON MAKI,ENTREES,FOOD,2072
ESP LATTE M,BEVERAGES,BEVERAGES,2065
SHRIMP AND GRITS,ENTREES,FOOD,2015
CHX/NOODLES,ENTREES,FOOD,1981
YTG RASP. PARF.,GRAB N GO,FOOD,1977
TEA BAG,BEVERAGES,BEVERAGES,1962
PARM. CHEESE,SALAD,FOOD,1949
ISL PITAYA BWL O,BEVERAGES,BEVERAGES,1942
Y WRAP CHX SLD,GRAB N GO,FOOD,1938
Y SAN. HAM/SWSS,GRAB N GO,FOOD,1929
FRSTYL UPCHRG,BEVERAGES,BEVERAGES,1927
MARGEHRITA,PIZZA,FOOD,1920
TP SIDE CAESAR,SIDES,FOOD,1914
KASHMIR CHIX,ENTREES,FOOD,1912
LEONARDO VEG,SANDWICHES,FOOD,1898
SHEPHERDS PIE,ENTREES,FOOD,1893
SP TUNA AVOCADO,ENTREES,FOOD,1857
YOGURT CUP,PREPACKAGED,RETAIL,1852
LG BL PLTE BRKF,BREAKFAST,FOOD,1841
GELATO/SORBE MD,ICE CREAM,FOOD,1830
BOLOGNESE,PASTA,FOOD,1803
HOKIE MAKI,ENTREES,FOOD,1796
COOKIE N CRM PIE,DESSERTS,FOOD,1785
RASP CHIX SLD,SALAD,FOOD,1768
EEL MAKI,ENTREES,FOOD,1762
NB PORK,FOOD,FOOD,1746
WEDNES. BL PLTE,BREAKFAST,FOOD,1736
TP SIDE GREEK,SIDES,FOOD,1716
FOUNTAIN BR,BEVERAGES,BEVERAGES,1714
EGG N MEAT,BREAKFAST,FOOD,1708
FRIDAY BL PLTE,BREAKFAST,FOOD,1702
SHRIMP,ENTREES,FOOD,1670
MEATLOVERS,PIZZA,FOOD,1665
Y SAN. BF/CHDR,GRAB N GO,FOOD,1662
WALNUTS,SALAD,FOOD,1649
COOKE MAC NUT,DESSERTS,FOOD,1647
ROAST LAMB,ENTREES,FOOD,1644
BRUEGR CHIPS,DESSERTS,FOOD,1643
ORG TOMATO,SOUPS/ STEWS,FOOD,1624
SZECHUAN BEEF,ENTREES,FOOD,1605
TUESDAY BL PLTE,BREAKFAST,FOOD,1599
HAM N CHZ CR,DESSERTS,FOOD,1591
YTG WRP SPCY CHK,GRAB N GO,FOOD,1585
LEMON CHIX,ENTREES,FOOD,1576
SUNFLWER SDS,SALAD,FOOD,1571
MUSHROOMS,SALAD,FOOD,1565
BRKFST B STEAK,FOOD,FOOD,1561
Y SAN. CHX SLD,GRAB N GO,FOOD,1557
SAUSAGE GRVY,BREAKFAST,FOOD,1555
ADD SHOT,BEVERAGES,BEVERAGES,1533
Y SLD SPCY CHX,GRAB N GO,FOOD,1511
CHIX THAI PNUT SC,ENTREES,FOOD,1503
CORIANDER CHIX,ENTREES,FOOD,1499
BLK OLIVE,SALAD,FOOD,1460
SALM CR CHZ MAKI,ENTREES,FOOD,1460
YTG FRT CANTLP,GRAB N GO,FOOD,1458
CUBAN CTRS CHIX,ENTREES,FOOD,1436
CHOC. ESPRSO BNS,PREPACKAGED,FOOD,1435
X PEANUT BUTTR,TOPPINGS,FOOD,1418
GELATO/SORBE SM,ICE CREAM,FOOD,1397
ICE/WATER,BEVERAGES,BEVERAGES,1381
Q STEAK,FOOD,FOOD,1359
CADRE LUNCH,SUMMER CADRE,BOARD OPS,1311
TOFU GRL TOMATO,ENTREES,FOOD,1303
3 T CHICKEN,FOOD,FOOD,1291
Y SLD CHEF,GRAB N GO,FOOD,1281
YTG VGGIE BOWL,GRAB N GO,FOOD,1281
CHIPS N SALSA,FOOD,FOOD,1278
SPECIAL DESSERT,PIZZA,FOOD,1272
BEEF/NOODLES,ENTREES,FOOD,1234
ADD SPICY,ENTREES,FOOD,1231
THURS. BL PLTE,BREAKFAST,FOOD,1226
COFFEE/HERE,RETAIL,RETAIL,1223
CALIFNA ROLL,SANDWICHES,FOOD,1222
COOKE PNT BTTR,DESSERTS,FOOD,1209
ESP WH MOCHA M,BEVERAGES,BEVERAGES,1201
X CHOCOLATE,TOPPINGS,FOOD,1192
BGL TRK-HM-RBF,SANDWICHES,FOOD,1176
8 oz FLT IRON STK,ENTREES,FOOD,1163
BACON BITS,SALAD,FOOD,1163
VEGETARIAN ROLL,ENTREES,FOOD,1162
ICED LATTE M,BEVERAGES,BEVERAGES,1149
X CINN SUGAR,TOPPINGS,FOOD,1139
NITRO COLD BREW,BEVERAGES,BEVERAGES,1134
ICED TEA L,BEVERAGES,BEVERAGES,1114
SALMON POKE BOWL,ENTREES,FOOD,1113
SALMON NIGIRI,ENTREES,FOOD,1111
SOY,BEVERAGES,BEVERAGES,1097
BRKFST B CHORIZO,FOOD,FOOD,1095
SWT CHOC CREPE,DESSERTS,FOOD,1094
BAGUETTE,BREADS,FOOD,1086
EMP BURRITO,EMPLOYEE MEALS,EMPL MEALS,1079
JERK PORK LOIN,ENTREES,FOOD,1074
EXTRA TOPPING,BREAKFAST,FOOD,1068
SOUP 1,SOUPS/ STEWS,FOOD,1066
TP SLD SOBA PNUT,ENTREES,FOOD,1040
O BRIAN POTATO,BREAKFAST,FOOD,1030
BEES KNEES,SANDWICHES,FOOD,1027
YTG FRT HONYDW,GRAB N GO,FOOD,1022
APPLE PIE,DESSERTS,FOOD,1021
BUT/JEL/HON BLG,BREAKFAST,FOOD,1021
WKLY SWEET CR,DESSERTS,FOOD,1012
SIENE CHIX,SANDWICHES,FOOD,999
CUP SOUP,SOUPS/ STEWS,FOOD,997
PEPPRMNT FLAV,BEVERAGES,BEVERAGES,981
TUNA MAKI,ENTREES,FOOD,980
NQ VEGETABLE,FOOD,FOOD,979
CHIPS N GUACML,FOOD,FOOD,961
GR CHIX PSTA SLD,SALAD,FOOD,947
ESP MOCHA M,BEVERAGES,BEVERAGES,909
TATOR TOTS,SIDES,FOOD,905
CARIBBEAN M,BEVERAGES,BEVERAGES,892
SOUP 2,SOUPS/ STEWS,FOOD,890
CHEF SPL DESSERT,DESSERTS,FOOD,888
STEAK,ENTREES,FOOD,883
SM BCN GRLD CHZ,SANDWICHES,FOOD,874
TP SIDE GARDEN,SIDES,FOOD,873
HOT PASTRM QUEEN,SANDWICHES,FOOD,869
Y WRP R.P.HUMUS,GRAB N GO,FOOD,857
BLEU CHEESE,SALAD,FOOD,854
WHEY BST,BEVERAGES,BEVERAGES,851
YTG SLD GARDEN,GRAB N GO,FOOD,843
SPECIAL 3 TP,FOOD,FOOD,835
ORANGE RICE,SIDES,FOOD,832
X CARAMEL,TOPPINGS,FOOD,786
NACHO CHICKEN,FOOD,FOOD,783
HAZELNUT FLAV,BEVERAGES,BEVERAGES,770
CHEF SPL SIDE,SIDES,FOOD,769
EGGS STEAMED,BREAKFAST,FOOD,764
XTRA TOPPG CR,DESSERTS,FOOD,753
QUESAD CHICKN,FOOD,FOOD,747
SAUSAGE,BREAKFAST,FOOD,738
CHAI LATTE M,BEVERAGES,BEVERAGES,735
ENTREE SALADS,SALAD,FOOD,735
ESP LATTE L,BEVERAGES,BEVERAGES,727
STRW SURFRDR M,BEVERAGES,BEVERAGES,721
B GRND SIRLN,FOOD,FOOD,716
EMP BRKFST SAND,EMPLOYEE MEALS,EMPL MEALS,711
BGL TUN SLD/ BLT,SANDWICHES,FOOD,708
CARIBBEAN S,BEVERAGES,BEVERAGES,696
EMPL LUNCH,EMPLOYEE MEALS,EMPL MEALS,696
MOCHA FLAV,BEVERAGES,BEVERAGES,693
COCOA M,BEVERAGES,BEVERAGES,676
RAINBOW MAKI,ENTREES,FOOD,676
SEASONAL FLAV,BEVERAGES,BEVERAGES,676
SCONE,DESSERTS,FOOD,673
T SLD CHICKEN,FOOD,FOOD,644
CHEESE,TOPPINGS,FOOD,640
X APPLE FILLING,TOPPINGS,FOOD,638
TUNA NIGIRI,ENTREES,FOOD,635
AVOCADO,TOPPINGS,FOOD,633
B VEGETABLE,FOOD,FOOD,633
POM PARIDISE M,BEVERAGES,BEVERAGES,629
ACAI ANTIOX M,BEVERAGES,BEVERAGES,627
SHRIMP STIRFRY,ENTREES,FOOD,626
RAZZMATAZZ M,BEVERAGES,BEVERAGES,615
CRACKR CHP SC ON,FOOD,FOOD,611
ESP LAT MACTO M,BEVERAGES,BEVERAGES,608
APPL N GRNS M,BEVERAGES,BEVERAGES,606
STRWBS WILD M,BEVERAGES,BEVERAGES,605
NUTELLA PACK,PREPACKAGED,FOOD,602
ALOHA PNPL M,BEVERAGES,BEVERAGES,601
ESP CAPPCINO M,BEVERAGES,BEVERAGES,597
MANGO GO GO M,BEVERAGES,BEVERAGES,596
HOLIDAY MEAL,SPECIAL EVENTS,FOOD,589
MILK SOY,BEVERAGES,BEVERAGES,589
EMP BAGEL,EMPLOYEE MEALS,EMPL MEALS,588
3G ENERGY BST,BEVERAGES,BEVERAGES,586
Y SAN. HUMS&VG,GRAB N GO,FOOD,581
PB N BANANA M,BEVERAGES,BEVERAGES,578
MEGA MANGO M,BEVERAGES,BEVERAGES,576
BEEF N BLUE SLD,SALAD,FOOD,575
ICD MACCHIATO M,BEVERAGES,BEVERAGES,573
SLD PASTA,SALAD,FOOD,556
BAK PUMPKIN PIE,FOOD,FOOD,553
VEGGIE WONDER,SANDWICHES,FOOD,545
CHEF SPECIAL TP,DESSERTS,FOOD,544
B BRISKET,FOOD,FOOD,541
POM PARIDISE S,BEVERAGES,BEVERAGES,535
COFFEE JAVIVA M,BEVERAGES,BEVERAGES,534
ICED LATTE L,BEVERAGES,BEVERAGES,534
X RASPBERRIES,TOPPINGS,FOOD,530
EXTR CRM CHEEZ,TOPPINGS,FOOD,527
NQ GRND SIRLN,FOOD,FOOD,526
SIDE QUESO,FOOD,FOOD,525
DLMNCO STK 10 OZ,ENTREES,FOOD,524
NQ BRISKET,FOOD,FOOD,522
PANCAKE TP,BREAKFAST,FOOD,522
SIDE SALSA,FOOD,FOOD,513
ICED MOCHA M,BEVERAGES,BEVERAGES,512
PUMKIN FLAV,BEVERAGES,BEVERAGES,511
EMPL SMTHE M,EMPLOYEE MEALS,EMPL MEALS,509
B PORK,FOOD,FOOD,508
BANANA FOSTR,DESSERTS,FOOD,506
APPL N GRNS S,BEVERAGES,BEVERAGES,503
BACON/SAUSAGE,TOPPINGS,FOOD,495
ICED WHT MOCHA M,BEVERAGES,BEVERAGES,492
12 OZ FLAT IRON,ENTREES,FOOD,491
BRD TRK-HM-RBF,SANDWICHES,FOOD,490
FRNCH TST CINN,BREAKFAST,FOOD,489
TURNER MAKI,ENTREES,FOOD,485
PLAIN CROISSNT,DESSERTS,FOOD,479
MATCHA GN TEA M,BEVERAGES,BEVERAGES,477
TURKEY N SLAW,SANDWICHES,FOOD,474
BAK PECAN PIE,FOOD,FOOD,472
CRACKR CHP CHEDR,FOOD,FOOD,469
DEATH BY CHOC,DESSERTS,FOOD,468
3 T STEAK,FOOD,FOOD,465
STRWB WHIRL M,BEVERAGES,BEVERAGES,465
ESP WH MOCHA L,BEVERAGES,BEVERAGES,461
LAST NITE BAGEL,BREAKFAST,FOOD,460
MANGO GO GO S,BEVERAGES,BEVERAGES,460
FOCACCIA,BREADS,FOOD,456
BRD CHIX BREAST,SANDWICHES,FOOD,454
RAZZMATAZZ S,BEVERAGES,BEVERAGES,448
STRW SURFRDR S,BEVERAGES,BEVERAGES,444
MEGA MANGO S,BEVERAGES,BEVERAGES,441
COOKIES N CRM M,BEVERAGES,BEVERAGES,440
ALOHA PNPL S,BEVERAGES,BEVERAGES,439
HAMACHI MAKI,ENTREES,FOOD,439
3 T GRND SIRLN,FOOD,FOOD,435
SPECIAL CAKE TP,DESSERTS,FOOD,435
MARSHMLW CHEW,DESSERTS,FOOD,434
BRKFST B VEGGIE,FOOD,FOOD,433
HASH BROWNS,BREAKFAST,FOOD,432
ICD MACCHIATO L,BEVERAGES,BEVERAGES,431
SEASONAL 1 S,BEVERAGES,BEVERAGES,431
STRWBS WILD S,BEVERAGES,BEVERAGES,428
TEPANKI BEEF,ENTREES,FOOD,425
PASTRMI EVERYTHG,SANDWICHES,FOOD,420
X BLUEBERRYS,TOPPINGS,FOOD,418
BRKFST B BACON,FOOD,FOOD,416
MULTIGRAIN,BREADS,FOOD,413
FOUNTN W DISCNT,BEVERAGES,BEVERAGES,411
SF VANLLA FLAV,BEVERAGES,BEVERAGES,411
GRN BNS/OR BUTTR,SIDES,FOOD,407
ACAI ANTIOX S,BEVERAGES,BEVERAGES,405
BRUEGR BROWNIE,DESSERTS,FOOD,405
PB CHOC LOVE M,BEVERAGES,BEVERAGES,405
STRWB WHIRL S,BEVERAGES,BEVERAGES,400
SUB EGGPLANT,SANDWICHES,FOOD,400
DLY VIT ZINC BST,BEVERAGES,BEVERAGES,398
NQ PORK,FOOD,FOOD,391
ORANGE C BSTR M,BEVERAGES,BEVERAGES,385
SEASONAL 1  M,BEVERAGES,BEVERAGES,385
ICED MOCHA L,BEVERAGES,BEVERAGES,382
TEPANKI CHIX,ENTREES,FOOD,381
PCH PERFCTION M,BEVERAGES,BEVERAGES,378
SAUSAGE LINK,BREAKFAST,FOOD,376
EMP NACHOS,EMPLOYEE MEALS,EMPL MEALS,375
ICED TEA M,BEVERAGES,BEVERAGES,371
EGG SAND,BREAKFAST,FOOD,367
SRIRACHA BLUES,SANDWICHES,FOOD,364
ESP MOCHA L,BEVERAGES,BEVERAGES,363
ICED WHT MOCHA L,BEVERAGES,BEVERAGES,359
TARRGN CHIX SLD,SANDWICHES,FOOD,357
PEANUT BTR PIE,DESSERTS,FOOD,356
JELLO,FOOD,FOOD,355
RICE PILAF,SIDES,FOOD,355
BAGEL UPCHRGE,BREAKFAST,FOOD,353
PCH PERFCTION S,BEVERAGES,BEVERAGES,352
CARIBBEAN L,BEVERAGES,BEVERAGES,348
KALE RB BREEZ M,BEVERAGES,BEVERAGES,347
$$$ CADRE BRUNCH,SUMMER CADRE,BOARD OPS,344
BOWL SOUP,SOUPS/ STEWS,FOOD,343
SIDE GUACAMOLE,FOOD,FOOD,340
PB N BANANA S,BEVERAGES,BEVERAGES,338
OR DRM MACHN M,BEVERAGES,BEVERAGES,335
PRO BERY WHEY M,BEVERAGES,BEVERAGES,333
SPECIAL CUPCAKE,DESSERTS,FOOD,331
FRNCH TST OR,BREAKFAST,FOOD,330
PEANT BTR MD M,BEVERAGES,BEVERAGES,327
EEL NIGIRI,ENTREES,FOOD,325
WHT CHOC FLAV,BEVERAGES,BEVERAGES,322
CHOC MOUSSE,DESSERTS,FOOD,321
ICED CHAI LATT M,BEVERAGES,BEVERAGES,321
PASTRMI N SWISS,SANDWICHES,FOOD,320
SLD DRESSING,PREPACKAGED,RETAIL,320
GRILLED CHEESE,SANDWICHES,FOOD,316
PB CHOC LOVE S,BEVERAGES,BEVERAGES,316
MONSTER HND ROLL,ENTREES,FOOD,315
PEACH COBBLR,DESSERTS,FOOD,311
BERRY UPBEET M,BEVERAGES,BEVERAGES,310
ADD STEAMD MLK,BEVERAGES,BEVERAGES,306
SIDE SOUR CREAM,FOOD,FOOD,303
PEANT BTR MD S,BEVERAGES,BEVERAGES,301
KALE RB BREEZ S,BEVERAGES,BEVERAGES,300
BRD TUN SLD,SANDWICHES,FOOD,298
GRLD ASPARGUS,SIDES,FOOD,296
MARINARA,PASTA,FOOD,296
WHIP EXTRAS,BEVERAGES,BEVERAGES,296
BERRY UPBEET S,BEVERAGES,BEVERAGES,295
MATCHA GN TEA S,BEVERAGES,BEVERAGES,295
SHRMP/WH CHD,PIZZA,FOOD,290
CHIX&DUMPLGS,ENTREES,FOOD,289
ORANGE C BSTR S,BEVERAGES,BEVERAGES,286
X SLD DRESSG,SALAD,FOOD,284
MUSHRM/ONION,PIZZA,FOOD,282
WAFFLE BATTR,BREAKFAST,FOOD,282
CHAI LATTE L,BEVERAGES,BEVERAGES,281
GRNS N GNGR S,BEVERAGES,BEVERAGES,278
COCOA L,BEVERAGES,BEVERAGES,276
GRILLED SALMON,ENTREES,FOOD,275
STRW SURFRDR L,BEVERAGES,BEVERAGES,273
SHRIMP NIGIRI,ENTREES,FOOD,269
X GRND SIRLION,FOOD,FOOD,269
MANGO GO GO L,BEVERAGES,BEVERAGES,262
GRNS N GNGR M,BEVERAGES,BEVERAGES,259
ICED CHAI LATTE L,BEVERAGES,BEVERAGES,258
X PORK,FOOD,FOOD,257
GRN TEA LATE M,BEVERAGES,BEVERAGES,255
EMPL. BRKFST,EMPLOYEE MEALS,EMPL MEALS,253
AMAZING GRNS M,BEVERAGES,BEVERAGES,252
PB N BANANA L,BEVERAGES,BEVERAGES,251
X PEACHES,TOPPINGS,FOOD,250
COFFEE JAVIVA L,BEVERAGES,BEVERAGES,249
ESP LAT MACTO L,BEVERAGES,BEVERAGES,245
Q VEGETABLE,FOOD,FOOD,245
EGGNOG,BEVERAGES,BEVERAGES,239
BRUEG LTO SIGNTR,SANDWICHES,FOOD,238
SPECIALTY BREAD,BREADS,FOOD,236
NACHO STEAK,FOOD,FOOD,234
KALE BST,BEVERAGES,BEVERAGES,232
MEGA MANGO L,BEVERAGES,BEVERAGES,231
BGLGARDN VEGG,SANDWICHES,FOOD,229
BRD BLT,SANDWICHES,FOOD,226
COOKIES N CRM S,BEVERAGES,BEVERAGES,225
EMP DELI COMBO,EMPLOYEE MEALS,EMPL MEALS,224
MINI FRUIT MIX,PREPACKAGED,FOOD,224
TEPANKI SHRMP,ENTREES,FOOD,223
EXTR DELI MEAT,TOPPINGS,FOOD,219
X IND T STEAK,FOOD,FOOD,217
ESP CAPPCINO L,BEVERAGES,BEVERAGES,216
Q GRND SIRLN,FOOD,FOOD,216
OR DRM MACHN S,BEVERAGES,BEVERAGES,215
SOY BST,BEVERAGES,BEVERAGES,214
RAZZMATAZZ L,BEVERAGES,BEVERAGES,212
HAM GRILLED,BREAKFAST,FOOD,211
CHEF SPL S.E. 1,ENTREES,FOOD,210
ORANGE JCE S,BEVERAGES,BEVERAGES,209
SWIRL JAVIVA M,BEVERAGES,BEVERAGES,209
ALOHA PNPL L,BEVERAGES,BEVERAGES,207
3 EGGS STEAMED,BREAKFAST,FOOD,206
BROWNIE,FOOD,FOOD,205
ICD GRN T LATT M,BEVERAGES,BEVERAGES,203
EMPL BOWL SM,EMPLOYEE MEALS,EMPL MEALS,198
X RASPBRY SCE,TOPPINGS,FOOD,198
POM PARIDISE L,BEVERAGES,BEVERAGES,197
ACAI ANTIOX L,BEVERAGES,BEVERAGES,194
SPECIAL 2 TP,FOOD,FOOD,190
PRO BERY WHEY S,BEVERAGES,BEVERAGES,188
Q BRISKET,FOOD,FOOD,188
STRWBS WILD L,BEVERAGES,BEVERAGES,184
PIE CREAM,PREPACKAGED,FOOD,182
GUMBO CHICKEN,FOOD,FOOD,180
M.R.E. FLEX LUNCH,ACADEMIC YEAR,BOARD OPS,180
QUESAD STEAK,FOOD,FOOD,180
PECAN PIE,DESSERTS,FOOD,179
GRN T JAVIVA M,BEVERAGES,BEVERAGES,178
TUB CRM CHZ PLN,BREAKFAST,FOOD,176
STRWB WHIRL L,BEVERAGES,BEVERAGES,170
